latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
26.78736,100.63464,335.5,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,301,7,D
26.78682,100.63074,340.2,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,303.5,6.9,D
26.79355,100.62927,327.3,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,300.1,5.7,D
26.79638,100.62469,335.4,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,302.1,4.3,D
26.79585,100.62081,326,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,300.7,5.1,D
26.79976,100.62404,342.9,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,295.4,4.3,D
26.92914,101.47243,341.5,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,297.6,10,D
26.92861,101.46841,326.6,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,295.6,6.1,D
26.93258,101.4715,325.9,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.1,3.4,D
26.91664,101.27355,330,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,291.3,4.1,D
26.92473,101.28101,326.3,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.2,3.6,D
27.04328,101.99039,333,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,291.9,3.8,D
27.04276,101.98632,340.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,295.1,3.9,D
27.04223,101.98222,328.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,292.2,3.9,D
25.36108,91.54856,328.4,0.51,0.49,2021-01-07,0630,1,low,2.0NRT,298.4,6.4,D
25.42475,91.77047,330,0.49,0.49,2021-01-07,0630,1,nominal,2.0NRT,295.8,5.1,D
25.42369,91.76524,338.6,0.5,0.49,2021-01-07,0630,1,nominal,2.0NRT,297.4,5.8,D
26.34171,96.63821,330.1,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,296.1,3.1,D
26.342,96.63882,330.4,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,295.9,4,D
25.42754,91.76662,345.7,0.49,0.49,2021-01-07,0630,1,nominal,2.0NRT,294.5,6.6,D
27.13299,101.59563,326.6,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,290.5,2.6,D
27.13114,101.58157,326.3,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,289.2,3.7,D
25.58412,92.24274,338.5,0.46,0.47,2021-01-07,0630,1,nominal,2.0NRT,294.9,5.3,D
25.53263,91.83091,340.5,0.49,0.48,2021-01-07,0630,1,nominal,2.0NRT,294.7,6.2,D
25.58447,92.06578,334.1,0.47,0.48,2021-01-07,0630,1,nominal,2.0NRT,294.9,4.2,D
25.65419,92.39394,335.5,0.45,0.47,2021-01-07,0630,1,nominal,2.0NRT,297,2.9,D
26.14183,94.59422,327.6,0.5,0.41,2021-01-07,0630,1,nominal,2.0NRT,292.6,4.8,D
26.197,94.53014,325.6,0.5,0.41,2021-01-07,0630,1,nominal,2.0NRT,293.3,2.4,D
27.11983,100.0585,329.9,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,294.3,2.6,D
26.37887,95.05078,326.2,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,291.5,4.3,D
25.14859,88.70831,335.8,0.39,0.59,2021-01-07,0630,1,nominal,2.0NRT,298.1,2.8,D
26.49153,95.11143,335.2,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,297.1,6.9,D
26.49365,95.10243,337.9,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,294.9,10.6,D
25.93966,92.08557,331.2,0.46,0.47,2021-01-07,0630,1,nominal,2.0NRT,294.1,3.5,D
25.91887,91.981,337.8,0.47,0.48,2021-01-07,0630,1,nominal,2.0NRT,293.2,9.2,D
25.93751,92.08646,333.7,0.46,0.47,2021-01-07,0630,1,nominal,2.0NRT,293.7,4.6,D
25.91594,91.9819,338.7,0.47,0.48,2021-01-07,0630,1,nominal,2.0NRT,293.7,9,D
26.58591,95.23692,345,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.2,27,D
26.5851,95.23236,348.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,297.2,27,D
26.58945,95.23602,350.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.5,27,D
26.58867,95.23161,348.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.9,27,D
26.5879,95.22726,349.3,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.5,33.1,D
26.59151,95.22676,344.9,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,307.8,110.8,D
26.59074,95.22243,354.1,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.1,110.8,D
25.99967,92.10635,335.7,0.46,0.47,2021-01-07,0630,1,nominal,2.0NRT,292.5,4.5,D
26.59512,95.22628,342.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,309.5,110.8,D
26.59221,95.20987,332.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,281.8,5,D
26.59796,95.22144,346.5,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,314.2,102.7,D
26.59723,95.21731,342.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.5,11.2,D
26.59652,95.21332,333.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,284.7,11.2,D
26.59876,95.22591,367,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,326,102.7,D
26.60162,95.22121,367,0.46,0.39,2021-01-07,0630,1,high,2.0NRT,332.3,102.7,D
26.60241,95.22564,340.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,302.3,102.7,D
26.60012,95.21277,325.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,283.8,11.2,D
26.60599,95.22499,332.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.6,79,D
26.5908,94.94967,351.6,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,299.3,36.6,D
26.57014,94.81216,334.9,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,290.8,4.3,D
26.591,94.94719,325.9,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,294.7,15,D
26.56966,94.81008,338.4,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,293,6.2,D
27.22034,98.58835,325.3,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,292,3.1,D
26.71266,95.29289,337.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.6,6.1,D
26.78672,95.40109,334.9,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.3,9.6,D
26.7859,95.39635,335.6,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,298.4,9.6,D
27.315,98.62968,335.3,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,290.4,13.9,D
27.31442,98.62583,328.8,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,291.4,13.9,D
27.31771,98.62518,350.9,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.7,13.9,D
26.78547,95.39792,344.3,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,297,17.2,D
26.78989,95.40215,348.5,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,292.5,55.3,D
26.78904,95.39738,346.5,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,299.1,55.3,D
27.32949,98.65852,350.1,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.7,13.4,D
26.79262,95.39691,341.3,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,308.8,55.3,D
26.80151,95.40562,344.5,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,307.6,114.9,D
26.8006,95.40054,327,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,292.4,90.9,D
26.80597,95.41006,338.1,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,289.2,69,D
26.81838,95.37686,335.9,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,291.9,4.5,D
26.84773,95.52252,331.3,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,286.4,4.1,D
26.89771,95.60077,343,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,294.6,34.8,D
26.90122,95.6001,345.5,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,299.2,34.8,D
26.88521,95.46605,325.7,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,287.1,1.5,D
27.2782,97.43427,345.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,297.8,6.6,D
27.29464,97.51566,336.9,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.3,7.9,D
27.29339,97.50786,330.7,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,297.7,8.3,D
27.29851,97.45439,338.6,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,296.2,4.2,D
26.96474,95.3368,327.4,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.7,1.6,D
27.33185,97.49206,327,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,293.5,1.5,D
27.37614,97.36609,328.1,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,294.1,2,D
27.91812,100.93694,328,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,287.5,3.8,D
27.95848,100.92239,367,0.42,0.38,2021-01-07,0630,1,high,2.0NRT,351,212.1,D
27.9591,100.92694,337.3,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,307.5,57.5,D
27.9572,100.91306,340,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,288.5,4.7,D
27.96194,100.92189,340.1,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,288.8,17.9,D
27.9701,100.95598,333.3,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.4,4.1,D
27.9725,100.95631,333.7,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.8,4.4,D
27.97194,100.95201,326.6,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,289.8,4.4,D
27.97137,100.9477,329.7,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,290.6,3.1,D
27.96965,100.93457,342.1,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.9,4.9,D
27.9691,100.93046,338.8,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,294.6,5.6,D
27.97367,100.93839,329.6,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,288.8,3.3,D
27.97311,100.93411,338.5,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,290,3.3,D
27.98104,100.88731,336.8,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,291.4,6,D
27.98445,100.88647,326.5,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,288.3,6,D
27.46901,97.37161,330.2,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,294.8,3.1,D
26.94352,94.04567,329.4,0.52,0.41,2021-01-07,0630,1,nominal,2.0NRT,295.6,5.8,D
27.01718,93.70424,330.6,0.54,0.42,2021-01-07,0630,1,nominal,2.0NRT,294.7,3.7,D
28.2752,101.65141,332.9,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,288.3,4.1,D
28.28142,101.67156,345,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,312.7,31.8,D
28.2809,101.6675,347.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,296.4,31.8,D
28.27883,101.65123,330.7,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,300.2,4.1,D
28.27832,101.64722,333,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,296.7,5.1,D
27.01503,93.70284,333.2,0.54,0.42,2021-01-07,0630,1,nominal,2.0NRT,295.3,5.2,D
28.28045,101.67336,331.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.5,7.7,D
28.27995,101.66937,347.7,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,296.8,7.7,D
28.27738,101.64899,333.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,298,4.3,D
28.27684,101.64473,330.1,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,293.6,4.3,D
28.28297,101.66441,356,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.3,16.9,D
28.28243,101.66016,332,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,298.3,16.9,D
28.28141,101.65208,336.7,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,296.1,5.1,D
28.28349,101.6686,367,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,329.7,96.4,D
28.28703,101.66769,335.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,299.3,96.4,D
28.28647,101.66329,352.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,314.4,16.9,D
28.28889,101.65352,339.9,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.2,12.1,D
28.28846,101.65019,349.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,300,12.1,D
28.28805,101.647,347.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,296,14.1,D
28.29208,101.65005,333.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,292.7,12.1,D
28.29166,101.64676,352.5,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,302.3,14.1,D
27.21538,94.39678,330.9,0.49,0.41,2021-01-07,0630,1,nominal,2.0NRT,295.8,2.2,D
27.21569,94.31451,325.7,0.5,0.41,2021-01-07,0630,1,nominal,2.0NRT,294.9,1.9,D
26.81412,92.20742,339.4,0.44,0.46,2021-01-07,0630,1,nominal,2.0NRT,297.1,5.5,D
27.55751,96.0401,325.9,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,292.6,1.5,D
26.06968,88.41592,327.5,0.38,0.59,2021-01-07,0630,1,nominal,2.0NRT,292.2,1.5,D
26.9264,92.37384,339.6,0.43,0.46,2021-01-07,0630,1,nominal,2.0NRT,296.1,7.1,D
26.92554,92.36955,336.8,0.43,0.46,2021-01-07,0630,1,nominal,2.0NRT,298.3,6.9,D
26.88085,92.12456,341.6,0.44,0.46,2021-01-07,0630,1,nominal,2.0NRT,298.2,5.1,D
26.72159,91.14174,338.5,0.51,0.49,2021-01-07,0630,1,nominal,2.0NRT,293.7,4.5,D
26.72056,91.13674,330.3,0.51,0.49,2021-01-07,0630,1,nominal,2.0NRT,296.4,4.5,D
26.725,91.13561,336.3,0.51,0.49,2021-01-07,0630,1,nominal,2.0NRT,295.5,5.6,D
26.72342,91.13923,342.7,0.51,0.49,2021-01-07,0630,1,nominal,2.0NRT,296.2,9.4,D
28.54302,101.90265,328.8,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,290,3.9,D
27.45123,93.74789,340,0.53,0.42,2021-01-07,0630,1,nominal,2.0NRT,299.1,34.7,D
27.49111,93.7539,327.4,0.53,0.42,2021-01-07,0630,1,nominal,2.0NRT,291.7,3.8,D
25.66111,85.13997,337.4,0.62,0.71,2021-01-07,0630,1,nominal,2.0NRT,296.2,4.4,D
27.98647,96.13745,325.3,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,295.6,1.5,D
27.35734,92.61073,329.9,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,290.7,2.5,D
27.35742,92.61117,327.7,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,290.4,2.7,D
27.36718,92.61781,330.6,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,291.2,3.3,D
27.36131,92.54619,336.4,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,288.8,4,D
27.36064,92.54282,335.1,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,288.4,3.5,D
27.37533,92.59526,338.8,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,293.6,4.3,D
25.66059,85.13835,337.5,0.62,0.71,2021-01-07,0630,1,nominal,2.0NRT,296.6,4.6,D
27.42348,92.00764,345.5,0.44,0.46,2021-01-07,0630,1,nominal,2.0NRT,298.1,21.8,D
27.4225,92.00276,329.6,0.44,0.46,2021-01-07,0630,1,nominal,2.0NRT,298.5,21.8,D
27.42765,92.00674,347.7,0.44,0.46,2021-01-07,0630,1,nominal,2.0NRT,280.3,21.8,D
25.64552,84.25483,342,0.7,0.75,2021-01-07,0630,1,nominal,2.0NRT,295.8,11.9,D
25.64377,84.24812,343.5,0.7,0.75,2021-01-07,0630,1,nominal,2.0NRT,297.6,13.1,D
28.84239,100.38504,327.1,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,283,3.6,D
28.847,100.3932,327.5,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,286.5,5.5,D
28.84643,100.38898,352.6,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,289.3,5.5,D
28.84584,100.38473,339.7,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,289.1,3.6,D
28.8498,100.38821,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,333.8,276.3,D
28.84923,100.38403,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,370.6,0,D
28.85319,100.38747,367,0.42,0.37,2021-01-07,0630,1,high,2.0NRT,345.8,276.3,D
28.85144,100.37469,325.7,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,287.7,24.2,D
28.85262,100.38333,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,368.5,0,D
28.85205,100.3791,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,366.5,0,D
28.85544,100.37847,367,0.42,0.37,2021-01-07,0630,1,high,2.0NRT,343.3,229.5,D
28.85658,100.38678,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,335.2,291.3,D
28.85602,100.38268,367,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,371.6,229.5,D
25.64677,84.25337,349.1,0.7,0.75,2021-01-07,0630,1,nominal,2.0NRT,295.6,9.4,D
25.64498,84.24669,338.9,0.7,0.75,2021-01-07,0630,1,nominal,2.0NRT,297.2,9.4,D
28.07819,94.74817,331.1,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,290.3,5.1,D
27.23619,89.75463,347.2,0.6,0.53,2021-01-07,0630,1,nominal,2.0NRT,288.7,14.2,D
27.23374,89.74358,349.9,0.6,0.53,2021-01-07,0630,1,nominal,2.0NRT,289.2,23,D
27.32201,83.07256,343.4,0.75,0.77,2021-01-07,0630,1,nominal,2.0NRT,295.8,9.9,D
27.32763,83.07041,337.9,0.75,0.77,2021-01-07,0630,1,nominal,2.0NRT,295.5,5.6,D
28.35592,84.8766,341.8,0.56,0.69,2021-01-07,0630,1,nominal,2.0NRT,292.4,7.8,D
28.36348,84.88046,326,0.56,0.69,2021-01-07,0630,1,nominal,2.0NRT,289.5,6.5,D
28.36219,84.88045,340.7,0.56,0.69,2021-01-07,0630,1,nominal,2.0NRT,290,8.1,D
28.36149,84.87781,340,0.56,0.69,2021-01-07,0630,1,nominal,2.0NRT,289.5,8.1,D
28.40252,84.15417,334.2,0.62,0.71,2021-01-07,0630,1,nominal,2.0NRT,291.7,12.3,D
28.40417,84.15594,334.5,0.62,0.71,2021-01-07,0630,1,nominal,2.0NRT,291.6,10.3,D
28.40021,83.73312,335.4,0.65,0.73,2021-01-07,0630,1,nominal,2.0NRT,284.3,7.2,D
28.45128,83.61033,367,0.66,0.73,2021-01-07,0630,1,high,2.0NRT,294.9,15.9,D
28.45238,83.6144,328.3,0.66,0.73,2021-01-07,0630,1,nominal,2.0NRT,292.1,15.9,D
28.45011,83.60601,354.6,0.66,0.73,2021-01-07,0630,1,nominal,2.0NRT,296.9,27.2,D
28.44907,83.60948,367,0.66,0.73,2021-01-07,0630,1,high,2.0NRT,292.4,14.7,D
28.44787,83.60509,346.1,0.66,0.73,2021-01-07,0630,1,nominal,2.0NRT,293.8,14.7,D
28.45581,83.60839,342.4,0.66,0.73,2021-01-07,0630,1,nominal,2.0NRT,291.3,11.9,D
28.45468,83.60425,326.4,0.66,0.73,2021-01-07,0630,1,nominal,2.0NRT,289.5,7,D
28.80644,82.48705,327.9,0.75,0.77,2021-01-07,0630,1,nominal,2.0NRT,286.6,16.7,D
28.80639,82.48814,335,0.75,0.77,2021-01-07,0630,1,nominal,2.0NRT,287.1,6.8,D
8.80654,99.45233,329.5,0.48,0.4,2021-01-07,0624,1,nominal,2.0NRT,293.5,3.2,D
10.5356,98.5321,339.6,0.52,0.41,2021-01-07,0624,1,nominal,2.0NRT,296.6,5.8,D
10.53484,98.52739,327.2,0.52,0.41,2021-01-07,0624,1,nominal,2.0NRT,295.1,5.8,D
10.53513,98.52918,347.2,0.52,0.41,2021-01-07,0624,1,nominal,2.0NRT,295.9,12.2,D
12.81828,101.05933,332.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.4,3.5,D
13.0672,101.96938,334.2,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.1,4.7,D
13.06666,101.96586,344.9,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.3,4.7,D
13.07593,101.9824,339.5,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.4,3.5,D
13.07923,101.98188,343.9,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,299.9,3.5,D
13.06747,101.55071,332.4,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,296.2,2,D
13.2712,101.34958,336.4,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,298.6,3.4,D
13.34231,101.63527,334.4,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,296.4,2.6,D
13.10317,99.91371,340.1,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,300.7,4.9,D
13.14864,99.87079,334.1,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,300.6,2.7,D
13.16053,99.81362,343.8,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,301.6,2.8,D
13.16273,99.80539,343.3,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,301.7,10.4,D
13.15654,99.76717,337.2,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,301.1,4.2,D
13.60775,101.32977,338.1,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,297.6,4,D
13.56945,100.93015,335.3,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.7,2.4,D
13.77257,101.96559,342.5,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,298.9,12.2,D
13.77184,101.73421,333.5,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.3,2.8,D
13.69133,100.75134,337,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,301.3,2,D
13.7813,100.82866,331.8,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,299.5,2.2,D
13.97782,101.7041,330.1,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,298.7,2.5,D
14.06747,101.3376,334.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.7,2.9,D
14.07078,101.33707,334.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.7,2.2,D
14.0862,101.3273,342.7,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,301.7,4.4,D
14.08566,101.32376,344.7,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,298,3.9,D
14.08511,101.32021,344.5,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,298.6,3.9,D
13.9259,100.27747,335.9,0.4,0.37,2021-01-07,0624,1,nominal,2.0NRT,297.6,5.8,D
14.09281,101.32624,332.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.7,3.7,D
13.87672,99.72579,337.9,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,303.7,3.5,D
14.13727,101.12882,332.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,297.7,1.9,D
14.14058,101.12829,330.5,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,296,1.7,D
14.14334,101.12419,335.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,297.6,5.4,D
14.09352,99.85339,335,0.41,0.37,2021-01-07,0624,1,nominal,2.0NRT,301,17.4,D
14.25597,100.38789,333.4,0.4,0.37,2021-01-07,0624,1,nominal,2.0NRT,298.4,3.6,D
14.30686,99.84882,340.4,0.41,0.37,2021-01-07,0624,1,nominal,2.0NRT,297.5,4.3,D
14.57063,101.00939,336.8,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,300.6,3.8,D
14.63476,101.36002,333.5,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.5,2.8,D
14.62849,101.09872,335.9,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.8,3.3,D
14.63182,101.07629,330.3,0.39,0.36,2021-01-07,0624,1,low,2.0NRT,304.3,3.2,D
14.64666,101.03976,331.8,0.39,0.36,2021-01-07,0624,1,low,2.0NRT,303.7,3.2,D
14.92092,101.83526,331.1,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,301.7,2.1,D
14.55936,99.36501,339.3,0.42,0.38,2021-01-07,0624,1,nominal,2.0NRT,299.3,4.3,D
14.55874,99.36115,333.2,0.43,0.38,2021-01-07,0624,1,nominal,2.0NRT,299.6,3.2,D
14.83745,100.58459,343.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,303.7,4.2,D
14.7025,99.57948,335,0.42,0.37,2021-01-07,0624,1,nominal,2.0NRT,298.5,3.8,D
14.70188,99.57563,333.5,0.42,0.37,2021-01-07,0624,1,nominal,2.0NRT,298.1,3.8,D
14.89986,100.78866,332.1,0.39,0.36,2021-01-07,0624,1,low,2.0NRT,304.7,1,D
14.90318,100.78812,352.1,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,306.9,10.7,D
15.04342,101.63715,344.6,0.38,0.36,2021-01-07,0624,1,nominal,2.0NRT,300,12.4,D
14.97246,100.99304,340.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,299.6,2.7,D
14.94525,100.81783,348.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,305.2,8.4,D
14.69919,99.27892,330.3,0.43,0.38,2021-01-07,0624,1,nominal,2.0NRT,293,1.5,D
14.97356,100.97823,336.1,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,299.3,1.8,D
14.97797,100.98482,337.7,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,299.8,2.5,D
14.93336,100.67626,333.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,299,3.3,D
14.93279,100.67265,337.5,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,302,3.3,D
14.93222,100.669,338.3,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,302.9,5.6,D
14.92252,100.58527,336.6,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,306.6,2.7,D
14.90489,100.47301,339.4,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,303,3.7,D
14.93829,100.66425,349.7,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,303.4,6.2,D
14.94551,100.66682,352.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,304.8,10.2,D
14.94493,100.66313,346.2,0.39,0.36,2021-01-07,0624,1,nominal,2.0NRT,304.9,10.2,D
14.83417,99.91821,331,0.41,0.37,2021-01-07,0624,1,low,2.0NRT,301.5,1.6,D
14.86679,100.05794,330.7,0.4,0.37,2021-01-07,0624,1,nominal,2.0NRT,302.4,2.2,D
