latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
22.49739,97.63658,327.2,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,299.5,2.2,D
18.65861,101.59544,330.6,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,297.1,3.3,D
18.35008,99.36092,337,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.6,4.3,D
18.35283,99.3566,336,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,301.9,4,D
18.75199,101.8377,326.9,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.1,2,D
18.38515,99.40851,339.8,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,301.4,4.9,D
18.37482,99.25659,335.3,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,299.5,7.5,D
18.43253,99.56075,335.4,0.39,0.37,2021-01-07,0630,1,nominal,2.0NRT,301.4,3.2,D
18.45017,99.60707,340.1,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301,3.6,D
18.19836,97.98402,338.8,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,298.9,4.9,D
18.59093,100.15771,335.1,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,302,3.3,D
18.50618,99.06262,338,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.8,5.5,D
18.66376,100.01425,330,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.8,0.9,D
18.61312,99.58241,339.2,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.6,4.4,D
18.37825,98.08578,331.1,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,293.3,3.2,D
18.81953,100.76479,339,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,299.9,3.8,D
18.45589,98.38485,342.2,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,302.2,16,D
18.45524,98.38085,332.4,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.8,5.6,D
18.45503,98.38512,332.8,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,299.6,9.9,D
18.45436,98.38112,331.6,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.6,4.5,D
18.45848,98.38452,339.6,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,301.8,9.9,D
18.45781,98.38052,333,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,299.4,4.5,D
18.72697,99.93915,337,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300,3.4,D
18.85468,100.74712,332.1,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.2,2.6,D
18.69202,99.5871,329.6,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.7,1.2,D
19.00557,101.50878,333.3,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.8,3.1,D
18.83026,99.96978,339.4,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.6,8.3,D
18.76767,99.55091,335.2,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,302.2,2.9,D
18.771,99.55034,329.6,0.39,0.36,2021-01-07,0630,1,low,2.0NRT,301,2.9,D
18.58271,98.39158,331.9,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.5,2.9,D
18.58203,98.38745,327.7,0.42,0.38,2021-01-07,0630,1,low,2.0NRT,301,2.9,D
18.70802,99.13544,335.6,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.1,2.3,D
18.65483,98.80788,355.6,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,302.2,12.8,D
18.58546,98.38683,332.6,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.3,3.7,D
18.58414,98.37884,331.7,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,299.3,4.9,D
18.58891,98.38625,338.3,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,301.5,3.7,D
18.59236,98.38569,329.7,0.42,0.38,2021-01-07,0630,1,low,2.0NRT,301.1,4.7,D
18.85351,99.9883,342.5,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.8,6.5,D
18.6775,98.88284,333.9,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,299.5,3.6,D
18.60147,98.35512,333.7,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,298.6,3.6,D
18.5608,98.11037,328,0.43,0.38,2021-01-07,0630,1,low,2.0NRT,299.8,5,D
18.1654,95.83369,330.5,0.57,0.43,2021-01-07,0630,1,low,2.0NRT,301.4,4.2,D
18.92511,100.36374,329.3,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.3,2.2,D
18.83089,99.53999,341.1,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.7,4.3,D
19.14389,101.55,327.9,0.39,0.36,2021-01-07,0630,1,low,2.0NRT,302.1,1.9,D
18.86402,99.59867,329.3,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,299.4,1.3,D
18.11413,95.11787,337.3,0.42,0.45,2021-01-07,0630,1,nominal,2.0NRT,298.5,3.4,D
18.11824,95.11703,343.8,0.42,0.45,2021-01-07,0630,1,nominal,2.0NRT,299.9,13.1,D
18.11752,95.11316,352.3,0.42,0.45,2021-01-07,0630,1,nominal,2.0NRT,300.1,13.1,D
18.45162,96.74347,332,0.5,0.41,2021-01-07,0630,1,nominal,2.0NRT,298.7,5.6,D
18.4508,96.73875,330.5,0.5,0.41,2021-01-07,0630,1,nominal,2.0NRT,301.4,5.6,D
18.5539,97.29323,339.7,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,301.3,5.7,D
18.43431,96.59993,341,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,302.8,4.6,D
18.43348,96.59516,329.4,0.51,0.41,2021-01-07,0630,1,low,2.0NRT,302.2,4.6,D
18.96441,99.65329,330.7,0.39,0.36,2021-01-07,0630,1,low,2.0NRT,301.1,1.6,D
18.46053,96.59489,329.3,0.51,0.41,2021-01-07,0630,1,low,2.0NRT,302.3,1.9,D
18.97219,99.6595,342.1,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.2,5,D
18.98445,99.67249,337.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.3,3.5,D
19.01396,99.66712,332.9,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.2,2.1,D
18.26012,95.06458,344.4,0.42,0.45,2021-01-07,0630,1,nominal,2.0NRT,301.4,4.1,D
19.13205,99.96628,337.4,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,302.8,4.3,D
18.76328,97.3513,342.8,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,301.5,6.9,D
19.03066,98.93857,335.4,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.5,4.4,D
19.39728,101.26671,339.4,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,299,19.1,D
19.41113,101.22306,340,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,306.4,10.9,D
18.45364,95.36612,340.3,0.4,0.44,2021-01-07,0630,1,nominal,2.0NRT,304.3,8.8,D
19.52845,101.93007,325.5,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.5,1.4,D
19.2595,99.93217,342.3,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,305.6,13.6,D
18.73507,96.58231,340,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,300.4,7.8,D
18.51497,95.33357,330.8,0.4,0.44,2021-01-07,0630,1,low,2.0NRT,303.7,3.2,D
19.28617,99.86383,342.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.4,2.7,D
18.74652,96.42649,331.5,0.52,0.41,2021-01-07,0630,1,nominal,2.0NRT,300.1,3.2,D
18.54436,95.24221,335.1,0.4,0.45,2021-01-07,0630,1,low,2.0NRT,306.5,4.5,D
18.53613,95.19663,336.2,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,304.1,3.8,D
18.55046,95.25277,331.5,0.4,0.45,2021-01-07,0630,1,low,2.0NRT,304.1,3.6,D
18.55985,95.2351,340.6,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,305.3,2.7,D
19.28879,99.55434,333.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,299.2,4.9,D
19.34357,99.88391,333.9,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.6,3.3,D
18.56008,95.2355,343.4,0.4,0.45,2021-01-07,0630,1,nominal,2.0NRT,305,2.9,D
18.56396,95.21128,332,0.41,0.45,2021-01-07,0630,1,low,2.0NRT,302.7,1.3,D
18.56547,95.15152,345.1,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,308,6.4,D
18.56954,95.1507,336.7,0.41,0.45,2021-01-07,0630,1,low,2.0NRT,307.3,3,D
18.96951,97.36846,333.1,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,304,3.2,D
19.29875,99.31711,335.2,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,300.7,3.8,D
18.60361,95.17555,353.7,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,304.3,6.2,D
18.60291,95.17172,336.3,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,303.9,3.5,D
19.39079,99.79308,329.2,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.9,1.8,D
18.60766,95.17472,339.8,0.41,0.45,2021-01-07,0630,1,nominal,2.0NRT,304.1,3,D
19.39409,99.7925,330.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,304.4,1.8,D
18.65198,95.39478,333.6,0.39,0.44,2021-01-07,0630,1,nominal,2.0NRT,303.5,4.3,D
18.65598,95.39399,344.1,0.39,0.44,2021-01-07,0630,1,nominal,2.0NRT,304.2,3.5,D
18.65531,95.39029,332.3,0.4,0.44,2021-01-07,0630,1,low,2.0NRT,304.1,3.5,D
18.86595,96.52999,343.7,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,301.3,4.8,D
19.71665,101.82619,353.3,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,306.9,22.8,D
19.20038,98.42717,331.4,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,304.5,3.3,D
19.20317,98.42271,333.9,0.42,0.37,2021-01-07,0630,1,low,2.0NRT,304.6,3.3,D
19.50696,100.30431,339.2,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.3,2.7,D
19.04358,97.32652,334.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,303.6,3.1,D
19.44883,99.81654,333.2,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.6,2.3,D
19.04552,97.32729,338.3,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,303.1,2.8,D
19.25074,98.43501,343.2,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,304.3,4,D
19.22934,98.28442,333.6,0.42,0.38,2021-01-07,0630,1,low,2.0NRT,305.6,3.3,D
19.25878,98.44122,342.7,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,305,6.4,D
19.72668,101.40804,332.9,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.4,4.1,D
18.74116,95.39984,334.8,0.39,0.44,2021-01-07,0630,1,low,2.0NRT,306.5,3.7,D
19.27987,98.44128,333.5,0.42,0.37,2021-01-07,0630,1,nominal,2.0NRT,302.2,2.1,D
19.55976,100.16064,334.5,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,301.5,7.3,D
19.1029,97.31732,327.4,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,300.9,3.2,D
19.10221,97.31332,327.1,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,301.1,3.2,D
19.38558,99.00767,336.5,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,301,5.5,D
19.26398,98.25876,327.9,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,301.4,2.4,D
19.10715,97.32067,329.4,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,301.5,2.9,D
18.80635,95.39434,335.9,0.39,0.44,2021-01-07,0630,1,low,2.0NRT,307.1,3.7,D
18.80803,95.39433,333.9,0.39,0.44,2021-01-07,0630,1,low,2.0NRT,305.4,2.8,D
19.62512,100.14196,334.3,0.38,0.36,2021-01-07,0630,1,low,2.0NRT,306.5,2.6,D
19.64825,100.16041,341.7,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,302.8,5.4,D
18.76803,94.97581,330.3,0.42,0.45,2021-01-07,0630,1,low,2.0NRT,303.5,5.8,D
18.83711,95.32733,334.4,0.4,0.44,2021-01-07,0630,1,low,2.0NRT,305.3,4.1,D
18.83643,95.32363,337,0.4,0.44,2021-01-07,0630,1,nominal,2.0NRT,306.9,4.1,D
18.83575,95.31992,342.9,0.4,0.44,2021-01-07,0630,1,nominal,2.0NRT,306.5,7,D
19.62948,99.97293,331.2,0.39,0.36,2021-01-07,0630,1,low,2.0NRT,302.8,2.2,D
19.40166,98.47647,327.1,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,301.5,1.7,D
18.84562,95.26014,335.8,0.4,0.44,2021-01-07,0630,1,nominal,2.0NRT,299.4,2.5,D
19.51948,99.18552,331.9,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,303.5,3.8,D
19.24284,97.36913,337.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.1,5.1,D
19.38115,98.17902,328.3,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,301,2.3,D
19.67952,99.96805,330.4,0.39,0.36,2021-01-07,0630,1,low,2.0NRT,305,2.9,D
19.10092,96.4049,334.4,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,303.8,3.6,D
19.10467,96.40417,335.3,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,303.4,3.6,D
19.72721,100.16519,341.4,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,306.3,2.2,D
19.10174,96.40684,340.1,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,303.8,4.6,D
19.10463,96.40132,335,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,304.3,4.6,D
19.29028,97.41751,335.1,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,303.2,3.6,D
18.96706,95.5314,351.9,0.38,0.43,2021-01-07,0630,1,nominal,2.0NRT,306.3,7.3,D
18.88315,94.91695,337.9,0.42,0.45,2021-01-07,0630,1,nominal,2.0NRT,302,2.4,D
19.16503,96.41435,333.2,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,304.5,2.1,D
19.15225,96.29726,336.6,0.52,0.41,2021-01-07,0630,1,nominal,2.0NRT,303.8,5.4,D
19.01472,95.40953,335.9,0.39,0.44,2021-01-07,0630,1,nominal,2.0NRT,303.7,2.4,D
19.01487,95.34126,337,0.39,0.44,2021-01-07,0630,1,nominal,2.0NRT,304.4,2.4,D
19.8486,100.1811,332.5,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,302,2.4,D
19.78979,99.77905,334.4,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.5,5.1,D
19.86636,100.05466,330.6,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.4,2.4,D
19.4599,97.5368,342.2,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,302.1,3.6,D
19.45905,97.53182,328.9,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,302.4,3.6,D
19.66817,98.75484,341,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,303,13,D
19.45648,97.3869,334.9,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,305.1,5.8,D
19.46504,97.39423,333.7,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,304.5,2.1,D
19.56254,97.9576,334.3,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,295.5,3.3,D
19.46861,97.3937,331.7,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,304,2.1,D
19.4844,97.44427,329,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,300.7,3.3,D
19.30412,96.3642,335.3,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,301.6,3.9,D
19.30369,96.33936,338.9,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,304.6,5.9,D
19.57651,97.9342,332.8,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,297.6,2.6,D
19.30417,96.36134,332.9,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,302,2.1,D
19.30359,96.33653,335.9,0.51,0.41,2021-01-07,0630,1,nominal,2.0NRT,303.5,6.6,D
19.96997,100.24218,330.3,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.6,2,D
19.60471,97.59926,345.6,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,306.5,4.6,D
19.60822,97.59858,348.6,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,307.2,12.1,D
19.57877,97.42306,330.9,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,305.6,3.2,D
19.55723,97.2518,340.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.6,5.6,D
20.06398,100.32703,334.8,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,305.1,4.3,D
20.06617,100.31918,334.8,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,304.4,2.2,D
19.60833,97.40595,333.6,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,302.9,4.1,D
19.58496,97.18502,333.7,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.4,1.6,D
19.62956,97.40199,331.3,0.45,0.39,2021-01-07,0630,1,low,2.0NRT,302.6,5.5,D
19.62887,97.39793,346.5,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.9,5.5,D
19.6338,97.40543,346.7,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,306.1,10.1,D
19.84059,98.51764,335,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,302.8,2.1,D
20.13774,100.38548,344.2,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.4,3.2,D
19.5856,96.97346,330.5,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,303.5,2.8,D
20.14104,100.38492,347.3,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,303.7,4.6,D
20.14323,100.37706,337,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,304,2.8,D
19.86146,98.47439,343.2,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,305.8,5.4,D
19.65967,97.25592,331.5,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,305.2,3,D
19.50753,96.36888,333,0.51,0.41,2021-01-07,0630,1,low,2.0NRT,305.4,2.1,D
19.72416,97.61815,344,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,308.2,13.8,D
19.72769,97.61767,329.9,0.44,0.38,2021-01-07,0630,1,low,2.0NRT,302.1,4.4,D
19.62256,96.99357,336.4,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,304.3,5.8,D
19.61045,96.90062,336.2,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,297.7,3.5,D
19.73113,97.59488,329.8,0.44,0.39,2021-01-07,0630,1,low,2.0NRT,303.8,3.6,D
19.73043,97.59068,332.1,0.44,0.39,2021-01-07,0630,1,low,2.0NRT,305.7,2.1,D
19.74296,97.64433,341.7,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,304.1,3.8,D
19.74646,97.64371,340.1,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,302.9,5.1,D
19.88819,98.48856,331.2,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,303.3,4.3,D
19.88888,98.4886,328.6,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,303.2,2.1,D
19.74724,97.64429,332,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.6,2.6,D
19.89402,98.45619,342.1,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,307.3,6.3,D
20.15447,100.04926,335.5,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,302.4,4,D
19.69105,97.12543,335.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.1,2.7,D
19.93577,98.54069,336.6,0.41,0.37,2021-01-07,0630,1,nominal,2.0NRT,303.8,5.2,D
20.00877,98.97057,329,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,299.6,2.5,D
19.72996,97.26623,338.3,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.1,4.5,D
19.72922,97.26189,346.5,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,308.7,6.5,D
19.73351,97.26552,351.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.1,11.1,D
20.14053,99.74026,332.5,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,298.1,3.1,D
19.75482,97.28297,352.5,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,309.1,18.6,D
19.82348,97.66888,330.5,0.44,0.38,2021-01-07,0630,1,low,2.0NRT,304.7,3.4,D
19.57635,96.228,337.9,0.52,0.41,2021-01-07,0630,1,nominal,2.0NRT,305.9,3.3,D
19.7919,97.37262,348,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,306.4,11.5,D
19.82649,97.40595,335,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.7,2.1,D
20.01918,98.53305,328.4,0.41,0.37,2021-01-07,0630,1,low,2.0NRT,302.5,2.9,D
19.80676,97.26999,350.1,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,313.7,29.3,D
20.13227,99.01847,332.8,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,301.6,4.8,D
19.87027,97.40635,349,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,304.3,5.5,D
19.90432,97.56496,341.3,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,305.1,6.2,D
19.90363,97.56092,337.2,0.44,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.1,5.2,D
20.1696,98.97257,327.1,0.4,0.37,2021-01-07,0630,1,low,2.0NRT,301.2,2.6,D
19.83611,96.92369,337.4,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,304,3.5,D
20.28119,99.61766,352.6,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,304.9,6.5,D
19.96805,97.63876,335.9,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,304,3,D
19.97155,97.63817,336,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,303.3,2.8,D
19.97084,97.63396,330.3,0.44,0.38,2021-01-07,0630,1,low,2.0NRT,303.9,5.7,D
19.56681,95.36385,332.3,0.38,0.43,2021-01-07,0630,1,nominal,2.0NRT,305.5,1.2,D
19.97505,97.63756,336,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,303.3,2.8,D
19.90211,97.2122,333.4,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,305.4,4.5,D
20.20268,98.95042,337.9,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,301.9,5.1,D
19.91578,97.12076,346.2,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,311.1,8.1,D
19.92218,97.1151,332.4,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,307.4,5.6,D
19.9184,97.09313,347.7,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,310,9.6,D
19.91765,97.08878,340.3,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,306.8,9.6,D
19.90728,96.96387,334.5,0.47,0.4,2021-01-07,0630,1,low,2.0NRT,305.9,4.9,D
19.93701,97.09402,342.6,0.46,0.39,2021-01-07,0630,1,nominal,2.0NRT,314.6,12.7,D
19.93626,97.08962,332.7,0.46,0.39,2021-01-07,0630,1,low,2.0NRT,306.5,5.8,D
20.13875,98.1283,329.8,0.42,0.38,2021-01-07,0630,1,low,2.0NRT,304.7,2.2,D
20.07964,97.76913,336.6,0.43,0.38,2021-01-07,0630,1,low,2.0NRT,307.3,6.1,D
20.13511,98.08458,333.2,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,303,2.9,D
20.59969,101.04641,334.8,0.39,0.36,2021-01-07,0630,1,nominal,2.0NRT,300.8,6.3,D
20.09016,97.74625,333.4,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,306.8,2.8,D
20.08949,97.74214,339.3,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,306.5,2.8,D
20.09365,97.74572,336.8,0.43,0.38,2021-01-07,0630,1,low,2.0NRT,306.9,2.8,D
20.092,97.74696,343.8,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,308.3,5.7,D
20.15984,98.12904,328.9,0.42,0.38,2021-01-07,0630,1,low,2.0NRT,302.6,2.4,D
20.09549,97.74641,348.2,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,307,5.7,D
20.1555,98.08181,340.3,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,307.3,3.8,D
20.09899,97.74593,344.6,0.43,0.38,2021-01-07,0630,1,nominal,2.0NRT,306.6,4.6,D
20.15897,98.08144,341.1,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,303.3,3.8,D
19.68135,95.32565,340.8,0.38,0.43,2021-01-07,0630,1,nominal,2.0NRT,305.1,2.4,D
20.27742,98.73821,328.9,0.4,0.37,2021-01-07,0630,1,low,2.0NRT,302.8,4.4,D
20.28145,98.74176,338,0.4,0.37,2021-01-07,0630,1,nominal,2.0NRT,304.1,4.4,D
20.00221,96.8164,345.4,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,305.7,9.1,D
20.00142,96.81184,341,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,306.3,9.1,D
20.00504,96.81115,336.8,0.48,0.4,2021-01-07,0630,1,nominal,2.0NRT,308.6,5.2,D
20.09669,97.30535,343.5,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,309.4,4.8,D
20.10023,97.3047,344.3,0.45,0.39,2021-01-07,0630,1,nominal,2.0NRT,310.7,4.8,D
19.78735,95.46057,345.6,0.56,0.43,2021-01-07,0630,1,nominal,2.0NRT,308.4,10.9,D
20.15886,97.52492,331.7,0.44,0.38,2021-01-07,0630,1,nominal,2.0NRT,299.5,8.4,D
19.78993,95.33839,334.7,0.57,0.43,2021-01-07,0630,1,nominal,2.0NRT,305.6,3.7,D
19.78937,95.34181,334.2,0.57,0.43,2021-01-07,0630,1,nominal,2.0NRT,305.8,2.2,D
20.25186,97.9222,334.9,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,307.1,3.4,D
20.07912,96.91093,341,0.47,0.4,2021-01-07,0630,1,nominal,2.0NRT,309,6.3,D
20.2553,97.92159,342.1,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,304.8,3.4,D
19.85395,95.45008,344.5,0.56,0.43,2021-01-07,0630,1,nominal,2.0NRT,309.5,6,D
19.85786,95.44929,345.3,0.56,0.43,2021-01-07,0630,1,nominal,2.0NRT,309.3,9.6,D
19.86176,95.44849,344,0.56,0.43,2021-01-07,0630,1,nominal,2.0NRT,308.2,9.6,D
20.32693,98.11901,326.4,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,300.7,1.3,D
19.86567,95.44768,337.8,0.56,0.43,2021-01-07,0630,1,nominal,2.0NRT,307.2,6.1,D
20.64522,100.06086,327.8,0.38,0.36,2021-01-07,0630,1,nominal,2.0NRT,297.3,2,D
20.30749,97.93679,339,0.42,0.38,2021-01-07,0630,1,nominal,2.0NRT,305.3,4.4,D
